#At time x process y state arr w total z remain y wait k
At time 35 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 35 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 35 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 36 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 36 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 37 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 37 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 38 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 38 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 39 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 39 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 40 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 40 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 41 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 41 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 42 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 42 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 43 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 43 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 44 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 44 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 45 process 3 stopped arr 18 total 28 remain 28 wait 162
At time 45 process 3 resumed arr 18 total 28 remain 28 wait 162
At time 46 process 3 finished arr 18 total 28 remain 0 wait 162 TA 28 WTA 1.00
